DAFTAR SATUAN PENDIDIKAN JENJANG SMA,,,,,,,,,,,,,,,,
TAHUN AJARAN 2024/2025,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
NAMA SEKOLAH,NPSN,BENTUK,NAMA DUSUN,DESA/KELURAHAN,KECAMATAN,KABUPATEN,PROVINSI,KODE POS,LINTANG,BUJUR,STATUS,AKREDITASI,SUMBER LISTRIK,AKSES INTERNET,SUMBER AIR,KECUKUPAN AIR
SMAN 1 BLANAKAN,20233652,SMA,Tanjungsari,Blanakan,Kec. Blanakan,Kab. Subang,Prov. Jawa Barat,41259,-6.283400000000,107.668100000000,NEGERI,A,Ada,Ada,Pompa,Cukup
SMAN 1 CIASEM,20216945,SMA,Sukamandijaya,Sukamandijaya,Kec. Ciasem,Kab. Subang,Prov. Jawa Barat,41256,-6.343500000000,107.656200000000,NEGERI,A,Ada,Ada,Pompa,Kurang
SMAN 1 CIPEUNDEUY,20216944,SMA,Rawa Garut,Wantilan,Kec. Cipeundeuy,Kab. Subang,Prov. Jawa Barat,41272,-6.485900000000,107.590700000000,NEGERI,A,Ada,Ada,Pompa,Cukup
SMAN 1 COMPRENG,20233653,SMA,Sukaresmi,Mekarjaya,Kec. Compreng,Kab. Subang,Prov. Jawa Barat,41258,-6.373300000000,107.881700000000,NEGERI,A,Ada,Ada,Ledeng/PAM,Cukup
SMAN 1 JALANCAGAK,20216943,SMA,Jabong,Curugrendeng,Kec. Jalancagak,Kab. Subang,Prov. Jawa Barat,41281,-6.675900000000,107.676000000000,NEGERI,A,Ada,Ada,Sumur terlindungi,Cukup
SMAN 1 KALIJATI,20216942,SMA,KP.KRAJAN,Tanggulun Barat,Kec. Kalijati,Kab. Subang,Prov. Jawa Barat,41271,-6.548100000000,107.647300000000,NEGERI,A,Ada,Ada,Sumur terlindungi,Cukup
SMAN 1 PABUARAN,20245860,SMA,Dusun Kadawung,Kadawung,Kec. Pabuaran,Kab. Subang,Prov. Jawa Barat,41262,-6.439100000000,107.579100000000,NEGERI,A,Ada,Ada,Pompa,Tidak ada
SMAN 1 PAGADEN,20216941,SMA,Sukamulya,Sukamulya,Kec. Pagaden,Kab. Subang,Prov. Jawa Barat,41252,-6.462400000000,107.819300000000,NEGERI,A,Ada,Ada,Pompa,Cukup
SMAN 1 PAMANUKAN,20216940,SMA,Pamanukan,Pamanukan,Kec. Pamanukan,Kab. Subang,Prov. Jawa Barat,41254,-6.286700000000,107.809200000000,NEGERI,A,Ada,Ada,Pompa,Kurang
SMAN 1 PATOKBEUSI,20233657,SMA,Rawagebang,Ciberes,Kec. Patokbeusi,Kab. Subang,Prov. Jawa Barat,41263,-6.376200000000,107.586000000000,NEGERI,A,Ada,Ada,Pompa,Cukup
SMAN 1 PUSAKANAGARA,20233654,SMA,Ciawitali,Pusakaratu,Kec. Pusakanagara,Kab. Subang,Prov. Jawa Barat,41255,-6.274900000000,107.876300000000,NEGERI,A,Ada,Ada,Pompa,Cukup
SMAN 1 SERANG PANJANG,20233655,SMA,Cijengkol,Cijengkol,Kec. Serangpanjang,Kab. Subang,Prov. Jawa Barat,41282,-6.664900000000,107.623100000000,NEGERI,B,Ada,Ada,Ledeng/PAM,Kurang
SMAN 1 SUBANG,20216938,SMA,-,Dangdeur,Kec. Subang,Kab. Subang,Prov. Jawa Barat,41212,-6.555200000000,107.751300000000,NEGERI,A,Ada,Ada,Ledeng/PAM,Cukup
SMAN 1 TANJUNGSIANG,20233656,SMA,KALAPA,Sindanglaya,Kec. Tanjungsiang,Kab. Subang,Prov. Jawa Barat,41284,-6.728600000000,107.811300000000,NEGERI,A,Ada,Ada,Ledeng/PAM,Cukup
SMAN 2 PAGADEN,69972642,SMA,Kp. Gardu Langkap Desa Gunungsari Kec. Pagaden Kab. Subang,Gunungsari,Kec. Pagaden,Kab. Subang,Prov. Jawa Barat,41252,-6.497200000000,107.806600000000,NEGERI,B,Ada,Ada,Pompa,Tidak ada
SMAN 2 SUBANG,20216937,SMA,Dangdeur,Dangdeur,Kec. Subang,Kab. Subang,Prov. Jawa Barat,41212,-6.547500000000,107.737000000000,NEGERI,A,Ada,Ada,Sumur terlindungi,Cukup
SMAN 3 SUBANG,20216952,SMA,Pasirkareumbi,Pasirkareumbi,Kec. Subang,Kab. Subang,Prov. Jawa Barat,41214,-6.575700000000,107.766600000000,NEGERI,A,Ada,Ada,Pompa,Cukup
SMA AL QUR’AN MA’RIFATUSSALAAM,70043644,SMA,,Sukasari,Kec. Dawuan,Kab. Subang,Prov. Jawa Barat,,0.000000000000,0.000000000000,SWASTA,Belum Akreditasi,Ada,Ada,Pompa,Cukup
SMA ISLAM TERPADU AL-UKHUWAH,69987316,SMA,Kaum,Pagaden,Kec. Pagaden,Kab. Subang,Prov. Jawa Barat,41252,-6.455300000000,107.805200000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMA ISLAM TERPADU AS-SYIFA BOARDING SCHOOL WANAREJA,69988763,SMA,,Wanareja,Kec. Subang,Kab. Subang,Prov. Jawa Barat,41211,-6.565400000000,107.819200000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMA ISLAM TERPADU SALSABILA BOARDING SCHOOL,70050256,SMA,,Sagalaherang,Kec. Sagalaherang,Kab. Subang,Prov. Jawa Barat,,0.000000000000,0.000000000000,SWASTA,Belum Akreditasi,Ada,Ada,Mata air terlindungi,Cukup
SMA IT BUDJEMAK,69942549,SMA,Tanjungsiang,Tanjungsiang,Kec. Tanjungsiang,Kab. Subang,Prov. Jawa Barat,41284,-6.747500000000,107.806800000000,SWASTA,B,Ada,Ada,Pompa,Kurang
SMA IT DARUL ULUM KUMPAY,69967270,SMA,kumpay,Kumpay,Kec. Jalancagak,Kab. Subang,Prov. Jawa Barat,41281,-6.672133000000,107.730949000000,SWASTA,B,Ada,Ada,Pompa,Cukup
SMA IT IBNU HAFIDZ,70032332,SMA,KP Sukamulya Ds Rancadaka,Rancadaka,Kec. Pusakanagara,Kab. Subang,Prov. Jawa Barat,41255,0.000000000000,0.000000000000,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup
SMA MH YASIN SUBANG,69892598,SMA,Sukasari,Soklat,Kec. Subang,Kab. Subang,Prov. Jawa Barat,41211,-6.577445000000,107.742185000000,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup
SMA PLUS ASTHA HANNAS,20233663,SMA,BINONG,Binong,Kec. Binong,Kab. Subang,Prov. Jawa Barat,41253,-6.404600000000,107.794400000000,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup
SMAS ASSALAFIYAH CIASEM,20247270,SMA,Sidamulya,Ciasem Baru,Kec. Ciasem,Kab. Subang,Prov. Jawa Barat,41256,-6.304000000000,107.675700000000,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup
SMAS AT TAWAZUN,20246376,SMA,Mekarsari,Kalijati Timur,Kec. Kalijati,Kab. Subang,Prov. Jawa Barat,41271,-6.523900000000,107.675600000000,SWASTA,A,Ada,Ada,Pompa,Cukup
SMAS BINA PUTERA SUBANG,20233646,SMA,-,Cigadung,Kec. Subang,Kab. Subang,Prov. Jawa Barat,41213,-6.555400000000,107.755300000000,SWASTA,B,Ada,Tidak ada,Sumur terlindungi,Cukup
SMAS IT AL-HIDAYAH JALAN CAGAK,20251963,SMA,SANCA,Sarireja,Kec. Jalancagak,Kab. Subang,Prov. Jawa Barat,41281,-6.709400000000,107.707400000000,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup
SMAS IT AS-SYIFA BOARDING SCHOOL,20258396,SMA,Simpang,Tambakmekar,Kec. Jalancagak,Kab. Subang,Prov. Jawa Barat,41281,-6.653700000000,107.722200000000,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup
SMAS IT BANI MASUM CISALAK,20244793,SMA,-,Cimanggu,Kec. Cisalak,Kab. Subang,Prov. Jawa Barat,41283,-6.735300000000,107.783700000000,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup
SMAS IT DARUSSUUD TANJUNGSIANG,20257336,SMA,-,Pakuhaji,Kec. Cisalak,Kab. Subang,Prov. Jawa Barat,41283,-6.738600000000,107.790000000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS MATLAUL HUDA PURWADADI,20233649,SMA,Purwajaya,Parapatan,Kec. Purwadadi,Kab. Subang,Prov. Jawa Barat,41261,-6.448300000000,107.703400000000,SWASTA,C,Ada,Ada,Sumur terlindungi,Cukup
SMAS MODERN RIYADHUL JALANCAGAK,20270484,SMA,JALANCAGAK,Jalancagak,Kec. Jalancagak,Kab. Subang,Prov. Jawa Barat,41281,-6.676200000000,107.683300000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS MUHAMMADIYAH SUBANG,20233651,SMA,-,Cigadung,Kec. Subang,Kab. Subang,Prov. Jawa Barat,41213,-6.559600000000,107.759200000000,SWASTA,B,Ada,Ada,Pompa,Cukup
SMAS MUHAMMADIYAH SUKAMANDI,20233650,SMA,Jurutilu,Sukamandijaya,Kec. Ciasem,Kab. Subang,Prov. Jawa Barat,41256,-6.337500000000,107.668500000000,SWASTA,B,Ada,Ada,Pompa,Cukup
SMAS NURUL GINA ABIDIN CISALAK,20217093,SMA,Limaratus,Sindangsari,Kec. Kasomalang,Kab. Subang,Prov. Jawa Barat,41283,-6.702700000000,107.743800000000,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup
SMAS PGRI 1 SUBANG,20233658,SMA,KARANGANYAR,Karanganyar,Kec. Subang,Kab. Subang,Prov. Jawa Barat,41211,-6.563200000000,107.767200000000,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup
SMAS PGRI 2 SUBANG,20233659,SMA,CIGADUNG,Cigadung,Kec. Subang,Kab. Subang,Prov. Jawa Barat,41213,-6.554900000000,107.760200000000,SWASTA,B,Ada,Ada,Pompa,Cukup
SMAS PGRI TANJUNG SIANG,20233662,SMA,KAWUNGLUWUK,Kawungluwuk,Kec. Tanjungsiang,Kab. Subang,Prov. Jawa Barat,41284,-6.745900000000,107.800300000000,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup
SMAS PLUS PAGELARAN CISALAK,20233665,SMA,Gardusayang,Gardusayang,Kec. Cisalak,Kab. Subang,Prov. Jawa Barat,41283,-6.718900000000,107.769500000000,SWASTA,A,Ada,Tidak ada,Ledeng/PAM,Cukup
SMAS RIYADHUL JANNAH CIMENTENG,20233667,SMA,-,Cimenteng,Kec. Cijambe,Kab. Subang,Prov. Jawa Barat,41286,-6.647100000000,107.713400000000,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup
SMAS SUDIRMAN PURWADADI,20233668,SMA,KARANG SAMBUNG,Pasirbungur,Kec. Purwadadi,Kab. Subang,Prov. Jawa Barat,41261,-6.437100000000,107.687400000000,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup
SMAS TAMAN SISWA PAMANUKAN,20233669,SMA,Sukajaya,Pamanukan,Kec. Pamanukan,Kab. Subang,Prov. Jawa Barat,41254,-6.285100000000,107.811600000000,SWASTA,C,Ada,Ada,Ledeng/PAM,Cukup
SMAS TERPADU RAHMATIKA SAGALAHERANG,20244792,SMA,DAYEUHKOLOT,Dayeuhkolot,Kec. Sagalaherang,Kab. Subang,Prov. Jawa Barat,41282,-6.668700000000,107.640900000000,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup
SMAS YADIKA KALIJATI,20255782,SMA,Kaliangsana,Kaliangsana,Kec. Kalijati,Kab. Subang,Prov. Jawa Barat,41271,-6.515500000000,107.674400000000,SWASTA,A,Ada,Ada,Pompa,Cukup
SMA Negeri 1 Kalapanunggal,70002292,SMA,Kalapanunggal,Kalapanunggal,Kec. Kalapa Nunggal,Kab. Sukabumi,Prov. Jawa Barat,43354,-6.832800000000,106.660800000000,NEGERI,B,Ada,Ada,Ledeng/PAM,Cukup
SMAN 1 CIBADAK,20202317,SMA,CIBADAK,Cibadak,Kec. Cibadak,Kab. Sukabumi,Prov. Jawa Barat,43155,-6.896300000000,106.780000000000,NEGERI,A,Ada,Ada,Ledeng/PAM,Cukup
SMAN 1 CICURUG,20202289,SMA,Purwasari,Purwasari,Kec. Cicurug,Kab. Sukabumi,Prov. Jawa Barat,43359,-6.799200000000,106.779800000000,NEGERI,A,Ada,Ada,Sumur tidak terlindungi,Cukup
SMAN 1 Cidahu,69963098,SMA,,Jayabakti,Kec. Cidahu,Kab. Sukabumi,Prov. Jawa Barat,43358,-6.782000000000,106.729400000000,NEGERI,A,Ada,Ada,Sumur terlindungi,Cukup
SMAN 1 CIEMAS,60726697,SMA,Cihuni,Ciwaru,Kec. Ciemas,Kab. Sukabumi,Prov. Jawa Barat,43177,-7.197900000000,106.480500000000,NEGERI,B,Ada,Ada,Sumur terlindungi,Kurang
SMAN 1 CIKAKAK,20267968,SMA,-,Cikakak,Kec. Cikakak,Kab. Sukabumi,Prov. Jawa Barat,43365,-6.958600000000,106.497700000000,NEGERI,A,Ada,Ada,Sumur terlindungi,Cukup
SMAN 1 CIKEMBAR,20202288,SMA,CIKEMBAR,Cikembar,Kec. Cikembar,Kab. Sukabumi,Prov. Jawa Barat,43161,-6.961845000000,106.784781700000,NEGERI,A,Ada,Ada,Sumur terlindungi,Cukup
SMAN 1 CIKIDANG,20252008,SMA,Cikidang,Cikidang,Kec. Cikidang,Kab. Sukabumi,Prov. Jawa Barat,43367,-6.897500000000,106.650700000000,NEGERI,A,Ada,Ada,Sumur terlindungi,Cukup
SMAN 1 CIRACAP,20202260,SMA,-,Purwasedar,Kec. Ciracap,Kab. Sukabumi,Prov. Jawa Barat,43176,-7.329879000000,106.514376000000,NEGERI,A,Ada,Ada,Sumur terlindungi,Cukup
SMAN 1 CIREUNGHAS,69944078,SMA,,Cireunghas,Kec. Cireunghas,Kab. Sukabumi,Prov. Jawa Barat,43193,-6.946920000000,107.020940000000,NEGERI,B,Ada,Ada,Sumur terlindungi,Cukup
SMAN 1 CISAAT,20202261,SMA,KP. MANGKALAYA,Mangkalaya,Kec. Gunung Guruh,Kab. Sukabumi,Prov. Jawa Barat,43156,-6.925191700000,106.880711700000,NEGERI,A,Ada,Ada,Sumur terlindungi,Cukup
SMAN 1 CISOLOK,20202262,SMA,Cikondang Kulon,WANGUNSARI,Kec. Cisolok,Kab. Sukabumi,Prov. Jawa Barat,43366,-6.933400000000,106.470600000000,NEGERI,A,Ada,Ada,Ledeng/PAM,Cukup
SMAN 1 JAMPANGKULON,20202263,SMA,Warungtagog,Nagraksari,Kec. Jampang Kulon,Kab. Sukabumi,Prov. Jawa Barat,43178,-7.274500000000,106.624400000000,NEGERI,A,Ada,Ada,Sumur terlindungi,Cukup
SMAN 1 JAMPANGTENGAH,20202264,SMA,Cikarae,Cijulang,Kec. Jampang Tengah,Kab. Sukabumi,Prov. Jawa Barat,43171,-7.063000000000,106.812700000000,NEGERI,A,Ada,Ada,Pompa,Cukup
SMAN 1 KABANDUNGAN,20253664,SMA,KABANDUNGAN,Kabandungan,Kec. Kabandungan,Kab. Sukabumi,Prov. Jawa Barat,43368,-6.788900000000,106.619400000000,NEGERI,A,Ada,Ada,Ledeng/PAM,Cukup
SMAN 1 KALIBUNDER,20253845,SMA,Cibuntu,Sukaluyu,Kec. Kalibunder,Kab. Sukabumi,Prov. Jawa Barat,43185,-7.263200000000,106.728900000000,NEGERI,A,Ada,Ada,Sumur terlindungi,Cukup
SMAN 1 LENGKONG,20202265,SMA,-,Lengkong,Kec. Lengkong,Kab. Sukabumi,Prov. Jawa Barat,43174,-7.130300000000,106.703900000000,NEGERI,A,Ada,Ada,Sumur terlindungi,Tidak ada
SMAN 1 NAGRAK,20202266,SMA,-,Nagrak Utara,Kec. Nagrak,Kab. Sukabumi,Prov. Jawa Barat,43356,-6.864500000000,106.803900000000,NEGERI,A,Ada,Ada,Sumur terlindungi,Cukup
SMAN 1 NYALINDUNG,20252009,SMA,Kertaangsana,Kertaangsana,Kec. Nyalindung,Kab. Sukabumi,Prov. Jawa Barat,43196,-7.036100000000,106.938800000000,NEGERI,A,Ada,Ada,Sumur terlindungi,Cukup
SMAN 1 PARAKANSALAK,20251778,SMA,-,Lebaksari,Kec. Parakansalak,Kab. Sukabumi,Prov. Jawa Barat,43355,-6.801008000000,106.709913000000,NEGERI,A,Ada,Ada,Ledeng/PAM,Cukup
SMAN 1 PARUNG KUDA,20202254,SMA,Babakan Peundeuy,BOJONGKOKOSAN,Kec. Parungkuda,Kab. Sukabumi,Prov. Jawa Barat,43357,-6.834400000000,106.759200000000,NEGERI,A,Ada,Ada,Ledeng/PAM,Kurang
SMAN 1 PELABUHAN RATU,20202267,SMA,CITEPUS,Citepus,Kec. Pelabuhan Ratu,Kab. Sukabumi,Prov. Jawa Barat,43364,-6.987800000000,106.559600000000,NEGERI,A,Ada,Ada,Ledeng/PAM,Kurang
SMAN 1 SAGARANTEN,20202259,SMA,Cikupa,Sagaranten,Kec. Sagaranten,Kab. Sukabumi,Prov. Jawa Barat,43181,-7.217000000000,106.881600000000,NEGERI,A,Ada,Ada,Sumur terlindungi,Cukup
SMAN 1 SIMPENAN,20202258,SMA,MARIUK,Cidadap,Kec. Simpenan,Kab. Sukabumi,Prov. Jawa Barat,43361,-7.027128000000,106.567129000000,NEGERI,A,Ada,Ada,Sumur terlindungi,Kurang
SMAN 1 SUKARAJA,20202250,SMA,Sukaraja,Sukaraja,Kec. Sukaraja,Kab. Sukabumi,Prov. Jawa Barat,43192,-6.914200000000,106.971200000000,NEGERI,A,Ada,Ada,Ledeng/PAM,Cukup
SMAN 1 SURADE,20253979,SMA,Kp. Sinarjaya,Jagamukti,Kec. Surade,Kab. Sukabumi,Prov. Jawa Barat,43179,-7.337300000000,106.582400000000,NEGERI,A,Ada,Ada,Pompa,Cukup
SMAN 1 WARUNG KIARA,20202251,SMA,CIGOMBONG,Warungkiara,Kec. Warung Kiara,Kab. Sukabumi,Prov. Jawa Barat,43362,-6.977100000000,106.719300000000,NEGERI,A,Ada,Ada,Ledeng/PAM,Cukup
SMA AL UMANAA BOARDING SCHOOL,69979656,SMA,Kebonmanggu,Kebonmanggu,Kec. Gunung Guruh,Kab. Sukabumi,Prov. Jawa Barat,43156,-6.973600000000,106.865800000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Kurang
SMA AL-MASYHAD,69981895,SMA,cijurai,Cikurutug,Kec. Cireunghas,Kab. Sukabumi,Prov. Jawa Barat,43193,-6.929400000000,107.012300000000,SWASTA,B,Ada,Ada,Mata air terlindungi,Cukup
SMA BAITURRAHMAN,69888435,SMA,Cigadog,Cikarae Thoyibah,Kec. Cikidang,Kab. Sukabumi,Prov. Jawa Barat,43367,-6.894806000000,106.592713000000,SWASTA,B,Ada,Ada,Air sungai,Kurang
SMA DOA BANGSA ,69960972,SMA,Selamanjah,Karangtengah,Kec. Cibadak,Kab. Sukabumi,Prov. Jawa Barat,43155,-6.898000000000,106.821300000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMA ISLAM PROGRESIF DAARUSSALAAM,70032798,SMA,Selajambe,Selajambe,Kec. Cisaat,Kab. Sukabumi,Prov. Jawa Barat,43152,-6.892400000000,106.886000000000,SWASTA,Belum Akreditasi,Ada,Ada,Ledeng/PAM,Cukup
SMA ISLAM RAHMATULLAH,70044491,SMA,,Cibunarjaya,Kec. Ciambar,Kab. Sukabumi,Prov. Jawa Barat,,0.000000000000,0.000000000000,SWASTA,Belum Akreditasi,Ada,Ada,Sumur terlindungi,Cukup
SMA ISLAM TERPADU YALHAS,69874019,SMA,Bojonggaling,Bojonggaling,Kec. Bojong Genteng,Kab. Sukabumi,Prov. Jawa Barat,43353,-6.828989000000,106.700570000000,SWASTA,Belum Akreditasi,Ada,Ada,Sumur terlindungi,Cukup
SMA IT ADZKIA,69972822,SMA,Sukamanah,Sukamanah,Kec. Cisaat,Kab. Sukabumi,Prov. Jawa Barat,43152,-6.907795000000,106.898275000000,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup
SMA IT At-Takwin,70031477,SMA,Cibogo,Nangkakoneng,Kec. Cikidang,Kab. Sukabumi,Prov. Jawa Barat,40391,0.000000000000,0.000000000000,SWASTA,Belum Akreditasi,Ada,Ada,Ledeng/PAM,Cukup
SMA IT AT-TAUFIQ,69952214,SMA,KAMPUNG KADUREA,Tegallega,Kec. Cidolog,Kab. Sukabumi,Prov. Jawa Barat,43184,-7.258300000000,106.837900000000,SWASTA,B,Ada,Ada,Sumur tidak terlindungi,Cukup
SMA IT EL AZZAM SUKABUMI,70043994,SMA,Cikaret Hilir,Sasagaran,Kec. Kebon Pedes,Kab. Sukabumi,Prov. Jawa Barat,,-6.955000000000,106.967700000000,SWASTA,Belum Akreditasi,Ada,Ada,Sumur terlindungi,Cukup
SMA MANDIRI SUKABUMI,70049949,SMA,,Ciengang,Kec. Gegerbitung,Kab. Sukabumi,Prov. Jawa Barat,,0.000000000000,0.000000000000,SWASTA,Belum Akreditasi,Ada,Ada,Ledeng/PAM,Cukup
SMA NUR ILMI NEGLASARI,70044647,SMA,,Neglasari,Kec. Cibadak,Kab. Sukabumi,Prov. Jawa Barat,,-6.907300000000,106.720700000000,SWASTA,Belum Akreditasi,Ada,Ada,Ledeng/PAM,Cukup
SMA NURUL HUDA BOJONGGALING,69954585,SMA,Bojonggaling,Bojong Galing,Kec. Bojong Genteng,Kab. Sukabumi,Prov. Jawa Barat,43353,-6.844093000000,106.714068000000,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup
SMA PERMATA MANDIRI,69915781,SMA,Tanjung,Tanjung,Kec. Jampang Kulon,Kab. Sukabumi,Prov. Jawa Barat,43178,-7.242400000000,106.621700000000,SWASTA,B,Ada,Ada,Pompa,Cukup
SMA PESANTREN UNGGUL AL BAYAN PUTRI,70038214,SMA,Nyangkokot,Karawang,Kec. Sukabumi,Kab. Sukabumi,Prov. Jawa Barat,43151,-6.882100000000,106.944200000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMA PGRI BANTARGADUNG,69893232,SMA,Kampung Bojong Soka,Limusnunggal,Kec. Bantar Gadung,Kab. Sukabumi,Prov. Jawa Barat,43363,-6.986700000000,106.685000000000,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup
SMA PGRI CIAMBAR,69888716,SMA,Ciambar,Ciambar,Kec. Ciambar,Kab. Sukabumi,Prov. Jawa Barat,43356,-6.984700000000,106.793500000000,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup
SMA PGRI CIDAHU,69888787,SMA,BOJONGPARI,Pondok Kaso Tengah,Kec. Cidahu,Kab. Sukabumi,Prov. Jawa Barat,43358,-6.797583000000,106.741049000000,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup
SMA PGRI CIKIDANG ,60724689,SMA,KP. CILENTAB,Cicareuh,Kec. Cikidang,Kab. Sukabumi,Prov. Jawa Barat,43367,-6.899657000000,106.693224000000,SWASTA,B,Ada,Tidak ada,Sumur terlindungi,Cukup
SMA PGRI CITRA CIKIDANG,69888757,SMA,BUMISARI,Bumisari,Kec. Cikidang,Kab. Sukabumi,Prov. Jawa Barat,43367,-6.928400000000,106.670300000000,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup
SMA PLUS AL MANSHURIYAH,20247166,SMA,Kalaparea,Kalaparea,Kec. Nagrak,Kab. Sukabumi,Prov. Jawa Barat,43356,-6.861800000000,106.819300000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMA PLUS AL RAIHAN,69992903,SMA,Cipeuteuy,Neglasari,Kec. Purabaya,Kab. Sukabumi,Prov. Jawa Barat,43187,-7.125600000000,106.841500000000,SWASTA,B,Ada,Ada,Air sungai,Cukup
SMA PLUS AL-HASIBIYAH,70033663,SMA,,Neglasari,Kec. Lengkong,Kab. Sukabumi,Prov. Jawa Barat,,0.000000000000,0.000000000000,SWASTA,Belum Akreditasi,Ada,Ada,Sumur terlindungi,Tidak ada
SMA PLUS AL-HIKMAH,70037894,SMA,Sukamekar,Sukamekar,Kec. Sukaraja,Kab. Sukabumi,Prov. Jawa Barat,43192,-6.895200000000,106.957900000000,SWASTA,Belum Akreditasi,Ada,Ada,Sumur terlindungi,Cukup
SMA PLUS AL-MAFTUH,70041952,SMA,Cipeundeuy,Sukamulya,Kec. Caringin,Kab. Sukabumi,Prov. Jawa Barat,43154,-6.858900000000,106.880100000000,SWASTA,Belum Akreditasi,Ada,Ada,Sumur terlindungi,Cukup
SMA PLUS DAMAR BANGSA,69950289,SMA,Palasari,Palasari Hilir,Kec. Parungkuda,Kab. Sukabumi,Prov. Jawa Barat,43357,-6.863800000000,106.755200000000,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup
"SMA PLUS DARUL HIDAYAH, KABUPATEN SUKABUMI",20247167,SMA,Tenjoayu,Tenjoayu,Kec. Cicurug,Kab. Sukabumi,Prov. Jawa Barat,43359,-6.770102000000,106.802726000000,SWASTA,B,Ada,Ada,Sumur terlindungi,Kurang
SMA PLUS INSAN ADZKIA,70000534,SMA,Kp.Nangoh,Bojonglongok,Kec. Parakansalak,Kab. Sukabumi,Prov. Jawa Barat,43355,-6.750300000000,106.695800000000,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup
SMA PLUS KEMBANG KUNING,69888445,SMA,Kembang Kuning,Munjul,Kec. Ciambar,Kab. Sukabumi,Prov. Jawa Barat,43353,-6.849600000000,106.765500000000,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup
SMA PLUS TEKNOLOGI,69987314,SMA,Pasir Bandera,Cimenteng,Kec. Curugkembar,Kab. Sukabumi,Prov. Jawa Barat,43182,-7.208800000000,106.922300000000,SWASTA,B,Ada,Ada,Pompa,Cukup
SMA ROUDHOTUL ILMI,70044645,SMA,,Sirnasari,Kec. Surade,Kab. Sukabumi,Prov. Jawa Barat,,-7.289400000000,106.593300000000,SWASTA,Belum Akreditasi,Ada,Ada,Sumur terlindungi,Cukup
SMA TERPADU BINA BANGSA,70045579,SMA,KP CIBARENGKOK,Padasenang,Kec. Cidadap,Kab. Sukabumi,Prov. Jawa Barat,43183,-7.277400000000,106.935800000000,SWASTA,Belum Akreditasi,Ada,Ada,Pompa,Cukup
SMA TERPADU YASPIN,69981915,SMA,Cikadu,Cikadu,Kec. Pelabuhan Ratu,Kab. Sukabumi,Prov. Jawa Barat,43364,-6.960954000000,106.605323000000,SWASTA,B,Ada,Ada,Air sungai,Kurang
SMA TRI JAYA NUSANTARA,70033364,SMA,Sampora,Sampora,Kec. Cikidang,Kab. Sukabumi,Prov. Jawa Barat,43367,0.000000000000,0.000000000000,SWASTA,Belum Akreditasi,Ada,Ada,Ledeng/PAM,Cukup
SMANURUL HUDA,20253661,SMA,Buniwangi,Buniwangi,Kec. Pelabuhan Ratu,Kab. Sukabumi,Prov. Jawa Barat,43364,-6.997100000000,106.559000000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS AL ATIQIYAH,20247145,SMA,Kp. Cipanengah,Cipanengah,Kec. Bojong Genteng,Kab. Sukabumi,Prov. Jawa Barat,43353,-6.810600000000,106.740400000000,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup
SMAS AL BASHRIYAH,20253663,SMA,TENJOLAYA,Cisaat,Kec. Cicurug,Kab. Sukabumi,Prov. Jawa Barat,43359,-6.762400000000,106.752346000000,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup
SMAS AL FARDIYATUSSAADAH,20247157,SMA,Dusun 2 Citepus,Citepus,Kec. Pelabuhan Ratu,Kab. Sukabumi,Prov. Jawa Barat,43364,-6.975900000000,106.532300000000,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup
